text,label,source
vfresh - nước yến,Đồ uống,synthetic
THĂN BÒ 1KG,Thịt cá hải sản,synthetic
XÔ TÚI 2KG,Gia dụng,synthetic
LIFEBUOY - KEM DƯỠNG DA TUÝP 100G,Đồ vệ sinh cá nhân,synthetic
GIẤY VỆ SINH CHAI 900ML,Đồ vệ sinh cá nhân,synthetic
túi đựng,Khác,synthetic
bật lửa túi 2kg,Gia dụng,synthetic
ba huân - thịt gà gói 300g,Thịt cá hải sản,synthetic
quà tặng: phiếu mua hàng 30.000đ mua bánh kẹo,Khác,synthetic
quà tặng: phiếu mua hàng 10.000đ áp dụng mua hạt nêm từ 800g,Khác,real
lays - kẹo sữa hộp thiếc 400g,Bánh kẹo,synthetic
thịt gà,Thịt cá hải sản,synthetic
dầu hào maggi chai 530g,Đồ khô / Gia vị,real
lê thái lan (kg),Trái cây,synthetic
THỊT ĐÙI HEO - (KG) - VAT 5%,Thịt cá hải sản,real
KEM CHỐNG NẮNG LỐC 3,Đồ vệ sinh cá nhân,synthetic
sữa chua ăn men sống việt quất th true yogurt lốc 4x100g,Đồ khô / Gia vị,real
tiêu xay hũ 150g,Đồ khô / Gia vị,synthetic
lix - rổ nhựa chai 750ml,Gia dụng,synthetic
tiền boa,Khác,synthetic
cây lau nhà gói 1kg,Gia dụng,synthetic
chả lụa 500g,Thịt cá hải sản,synthetic
SỮA BỘT CHAI 270ML,Đồ khô / Gia vị,synthetic
gel rửa tay chai 650ml,Đồ vệ sinh cá nhân,synthetic
ĐU ĐỦ (KG),Trái cây,synthetic
AQUAFINA - G7 CHAI 350ML,Đồ uống,synthetic
dưa hấu thái lan hộp 500g,Trái cây,synthetic
tường an - rong biển khô gói 75g,Đồ khô / Gia vị,synthetic
meatdeli - nạm bò,Thịt cá hải sản,synthetic
nước ép trái cây hộp 1l,Đồ uống,synthetic
BÁNH AFC,Bánh kẹo,synthetic
cải ngọt túi 1kg,Rau củ quả,synthetic
VINAMILK - SỮA CHUA GÓI 75G,Đồ khô / Gia vị,synthetic
ROMANO - KEM DƯỠNG DA CHAI 500ML,Đồ vệ sinh cá nhân,synthetic
SNACK RONG BIỂN HỘP THIẾC 400G,Bánh kẹo,synthetic
chuối úc,Trái cây,synthetic
LỰU HÀN QUỐC (KG),Trái cây,synthetic
cà rốt túi 1kg,Rau củ quả,synthetic
táo gala túi 1kg,Trái cây,synthetic
tỏi,Rau củ quả,synthetic
quà tặng: phiếu mua hàng 10.000đ mua trái cây,Khác,synthetic
BÁNH QUY BƠ HỘP THIẾC 400G,Bánh kẹo,synthetic
FRESHFOCO - BÒ VIÊN,Thịt cá hải sản,synthetic
quà tặng: phiếu mua hàng 150.000đ mua trái cây,Khác,synthetic
dưa hấu úc túi 1kg,Trái cây,synthetic
dầu xả hộp,Đồ vệ sinh cá nhân,synthetic
quà tặng: phiếu mua hàng 20.000đ mua bột giặt,Khác,synthetic
th true milk - bột chiên giòn gói 75g,Đồ khô / Gia vị,synthetic
7UP CHAI 1L,Đồ uống,synthetic
ĐƯỜNG TRẮNG BỊCH 220G,Đồ khô / Gia vị,synthetic
tipo - bánh tai heo lốc 4,Bánh kẹo,synthetic
quà tặng: phiếu mua hàng 30.000đ mua bột giặt,Khác,synthetic
BÁNH XỐP THANH 100G,Bánh kẹo,synthetic
NGÒ RÍ TÚI 1KG,Rau củ quả,synthetic
ổi thái lan túi 1kg,Trái cây,synthetic
phô mai hộp 10 quả,Đồ khô / Gia vị,synthetic
nho mẫu đơn hàn quốc (kg),Trái cây,synthetic
cá nục khay 300g,Thịt cá hải sản,synthetic
củ cải trắng gói 300g,Rau củ quả,synthetic
BƯỞI PHÁP KHAY 250G,Trái cây,synthetic
wake-up 247 - nước yến,Đồ uống,synthetic
cá viên - (khay) - vat 8%,Thịt cá hải sản,synthetic
FRESHFOCO - GÀ VIÊN RAU CỦ 300G - (KHAY) - VAT 8%,Thịt cá hải sản,real
bột ngọt chai 270ml,Đồ khô / Gia vị,synthetic
BÁNH XỐP GÓI 200G,Bánh kẹo,synthetic
NƯỚC SUỐI,Đồ uống,synthetic
nescafe,Đồ uống,synthetic
DƯA HẤU - (KG) - VAT 5%,Trái cây,synthetic
NEPTUNE - BÚN KHÔ - (CHAI) - VAT 8%,Đồ khô / Gia vị,synthetic
quà tặng: phiếu mua hàng 25.000đ mua rau củ,Khác,synthetic
BÒ VIÊN (KG),Thịt cá hải sản,synthetic
SNACK RONG BIỂN HŨ 22G,Bánh kẹo,synthetic
kem đánh răng,Đồ vệ sinh cá nhân,synthetic
NƯỚC YẾN CHAI 1L,Đồ uống,synthetic
coca-cola - nước ép trái cây,Đồ uống,synthetic
mận hàn quốc (kg),Trái cây,synthetic
SUNHOUSE - TÚI RÁC CUỘN,Gia dụng,synthetic
KẸO SỮA GÓI 200G,Bánh kẹo,synthetic
CHINSU - TƯƠNG ỚT,Đồ khô / Gia vị,synthetic
aquafina - 7up chai 350ml,Đồ uống,synthetic
dưa leo,Rau củ quả,synthetic
thơm hàn quốc,Trái cây,synthetic
nước mắm nam ngư chai pet 900ml?15,Đồ khô / Gia vị,real
bánh oreo gói 200g,Bánh kẹo,synthetic
hành lá - (gói) - vat 5%,Rau củ quả,synthetic
NHO - (KG) - VAT 5%,Trái cây,synthetic
trứng vịt gói 400g,Đồ khô / Gia vị,synthetic
poca - kẹo xí muội,Bánh kẹo,synthetic
KOTEX - MẶT NẠ - (CHAI) - VAT 10%,Đồ vệ sinh cá nhân,synthetic
BIA SAIGON CHAI 1.5L,Đồ uống,synthetic
quà tặng: phiếu mua hàng 150.000đ mua mì gói,Khác,synthetic
ngò rí gói 300g,Rau củ quả,synthetic
làm tròn hóa đơn,Khác,synthetic
MẶT NẠ GÓI 10 MIẾNG,Đồ vệ sinh cá nhân,synthetic
NƯỚC KHOÁNG LỐC 4 HỘP,Đồ uống,synthetic
voucher 25.000đ,Khác,synthetic
HEAD & SHOULDERS - KEM DƯỠNG DA TUÝP 100G,Đồ vệ sinh cá nhân,synthetic
xmen - nước tẩy trang chai 900ml,Đồ vệ sinh cá nhân,synthetic
mặt nạ chai 650ml,Đồ vệ sinh cá nhân,synthetic
NẠM BÒ 500G,Thịt cá hải sản,synthetic
SÚP LƠ BÓ,Rau củ quả,synthetic
coca-cola - g7 chai 350ml,Đồ uống,synthetic
sữa dưỡng thể lốc 3,Đồ vệ sinh cá nhân,synthetic
phiếu quà tặng 200.000đ,Khác,synthetic
NƯỚC YẾN CHAI 500ML,Đồ uống,synthetic
KEM HỘP LỐC 4,Bánh kẹo,synthetic
VINAMILK - NƯỚC CAM ÉP CHAI 1.5L,Đồ uống,synthetic
voucher 10.000đ,Khác,synthetic
ĐŨA,Gia dụng,synthetic
phiếu quà tặng 30.000đ,Khác,synthetic
duracell - nước xịt phòng bộ 3,Gia dụng,synthetic
LỰU THÁI LAN KHAY 250G,Trái cây,synthetic
quà tặng: phiếu mua hàng 10.000đ mua dầu ăn,Khác,synthetic
kitkat - bánh gạo gói 192g,Bánh kẹo,synthetic
phiếu giảm giá 150.000đ,Khác,synthetic
bia saigon thùng 24 lon,Đồ uống,synthetic
muỗng inox hộp,Gia dụng,synthetic
quà tặng: phiếu mua hàng 30.000đ mua sữa tươi,Khác,synthetic
STING THÙNG 24 LON,Đồ uống,synthetic
NƯỚC TƯƠNG LỐC 4 HỘP,Đồ khô / Gia vị,synthetic
vissan - cua 1kg,Thịt cá hải sản,synthetic
ếch,Thịt cá hải sản,synthetic
dứa úc (kg),Trái cây,synthetic
chổi quét nhà gói 1kg,Gia dụng,synthetic
DAO BẾP TÚI 2KG,Gia dụng,synthetic
khoai tây túi 500g,Rau củ quả,synthetic
SENKA - KEM CHỐNG NẮNG LỐC 3,Đồ vệ sinh cá nhân,synthetic
DAO CẠO RÂU,Đồ vệ sinh cá nhân,synthetic
thau túi 3.5kg,Gia dụng,synthetic
coca-cola - sữa đậu nành lốc 4 hộp,Đồ uống,synthetic
bia tiger chai 1.5l,Đồ uống,synthetic
KOTEX - SỮA DƯỠNG THỂ TUÝP 100G,Đồ vệ sinh cá nhân,synthetic
quà tặng: phiếu mua hàng 40.000đ mua nước rửa chén,Khác,synthetic
đậu phộng túi 5kg,Đồ khô / Gia vị,synthetic
MÀNG BỌC THỰC PHẨM CHAI 1L,Gia dụng,synthetic
ĐÀ LẠT GAP - NẤM KIM CHÂM,Rau củ quả,synthetic
mì hảo hảo chai 500ml,Đồ khô / Gia vị,synthetic
ÔNG THỌ - SỮA TƯƠI TIỆT TRÙNG LỐC 4 HỘP,Đồ khô / Gia vị,synthetic
vietgap - ngò rí - (kg) - vat 5%,Rau củ quả,synthetic
KNORR - NƯỚC TƯƠNG CHAI 500ML,Đồ khô / Gia vị,synthetic
vifon - đường trắng,Đồ khô / Gia vị,synthetic
p/s - nước tẩy trang chai 500ml,Đồ vệ sinh cá nhân,synthetic
NƯỚC YẾN HỘP 1L,Đồ uống,synthetic
GIẤY BẠC - (CHAI) - VAT 10%,Gia dụng,synthetic
cholimex - mè rang - (chai) - vat 8%,Đồ khô / Gia vị,synthetic
quà tặng: phiếu mua hàng 30.000đ mua kem đánh răng,Khác,synthetic
NẤM KIM CHÂM GÓI 300G,Rau củ quả,synthetic
cp - thịt bò xay (kg),Thịt cá hải sản,synthetic
BÔNG TẨY TRANG CHAI 500ML,Đồ vệ sinh cá nhân,synthetic
chocopie - kẹo sữa gói 200g,Bánh kẹo,synthetic
lăn khử mùi tuýp 200g,Đồ vệ sinh cá nhân,synthetic
củ cải trắng,Rau củ quả,synthetic
TRỨNG GÀ GÓI 75G,Đồ khô / Gia vị,synthetic
ỨC GÀ - (KG) - VAT 5%,Thịt cá hải sản,synthetic
quà tặng: phiếu mua hàng 70.000đ mua thịt cá,Khác,synthetic
bánh trung thu hộp 300g,Bánh kẹo,synthetic
đường cát chai 500ml,Đồ khô / Gia vị,synthetic
sầu riêng úc khay 250g,Trái cây,synthetic
rau dền túi 500g,Rau củ quả,synthetic
giấy vệ sinh gói 24 miếng,Đồ vệ sinh cá nhân,synthetic
mã giảm giá 150.000đ,Khác,synthetic
XÀ LÁCH TÚI 1KG,Rau củ quả,synthetic
wake-up 247 - pepsi,Đồ uống,synthetic
MEATDELI - THỊT GÀ,Thịt cá hải sản,synthetic
lạp xưởng gói 300g,Thịt cá hải sản,synthetic
orion - bánh tai heo - (gói) - vat 8%,Bánh kẹo,synthetic
oishi - bánh oreo,Bánh kẹo,synthetic
LĂN KHỬ MÙI CHAI 650ML,Đồ vệ sinh cá nhân,synthetic
7UP CHAI 1.5L,Đồ uống,synthetic
mứt dừa hũ 22g,Bánh kẹo,synthetic
TĂM BÔNG,Đồ vệ sinh cá nhân,synthetic
SỮA TẮM,Đồ vệ sinh cá nhân,synthetic
NƯỚC ÉP TRÁI CÂY CHAI 1.5L,Đồ uống,synthetic
mứt dừa hộp 300g,Bánh kẹo,synthetic
DÂU TÂY THÁI LAN KHAY 250G,Trái cây,synthetic
NỒI TÚI 2KG,Gia dụng,synthetic
voucher 50.000đ,Khác,synthetic
nước ép trái cây lon 330ml,Đồ uống,synthetic
xô - (chai) - vat 10%,Gia dụng,synthetic
TH TRUE JUICE - STING,Đồ uống,synthetic
sunhouse - găng tay,Gia dụng,synthetic
mặt nạ tuýp 200g,Đồ vệ sinh cá nhân,synthetic
cà chua túi 1kg,Rau củ quả,synthetic
SỮA DƯỠNG THỂ TUÝP 200G,Đồ vệ sinh cá nhân,synthetic
stt vinamilk 100% ít đường 11,Đồ khô / Gia vị,real
KHOAI LANG,Rau củ quả,synthetic
QUAKER - BÁNH QUY YẾN MẠCH SOCOLA GÓI 250G - (GÓI) - VẠT 8%,Bánh kẹo,real
kẹo mút hộp 300g,Bánh kẹo,synthetic
việt quất - (kg) - vat 5%,Trái cây,synthetic
DOVE - KEM DƯỠNG DA GÓI 10 MIẾNG,Đồ vệ sinh cá nhân,synthetic
ĐƯỜNG CÁT,Đồ khô / Gia vị,synthetic
cà phê hòa tan lốc 6 lon,Đồ uống,synthetic
lựu hộp 500g,Trái cây,synthetic
COCA COLA LON 330ML,Đồ uống,synthetic
rau muống - (kg) - vat 5%,Rau củ quả,synthetic
bật lửa cái,Gia dụng,synthetic
nước xịt phòng cuộn,Gia dụng,synthetic
thơm túi 1kg,Trái cây,synthetic
BÍ ĐỎ - (GÓI) - VAT 5%,Rau củ quả,synthetic
ĐU ĐỦ PHÁP TÚI 1KG,Trái cây,synthetic
bánh quy yến mạch hũ 22g,Bánh kẹo,synthetic
quà tặng: phiếu mua hàng 40.000đ mua hạt nêm,Khác,synthetic
NEPTUNE - NẤM HƯƠNG KHÔ,Đồ khô / Gia vị,synthetic
cá thu 500g,Thịt cá hải sản,synthetic
NHO MẪU ĐƠN THÁI LAN HỘP 500G,Trái cây,synthetic
kotex - nước súc miệng gói 24 miếng,Đồ vệ sinh cá nhân,synthetic
TÁO ENVY MỸ (KG),Trái cây,synthetic
KẸO XÍ MUỘI GÓI 192G,Bánh kẹo,synthetic
bông cải xanh túi 1kg,Rau củ quả,synthetic
nước lau sàn bộ 3,Gia dụng,synthetic
knorr - phô mai - (chai) - vat 8%,Đồ khô / Gia vị,synthetic
HÀNH TÍM - (KG) - VAT 5%,Rau củ quả,synthetic
chổi quét nhà túi 3.5kg,Gia dụng,synthetic
PEPSI - BIA TIGER,Đồ uống,synthetic
BÁNH TAI HEO - (GÓI) - VAT 8%,Bánh kẹo,synthetic
BA HUÂN - TÔM THẺ 500G,Thịt cá hải sản,synthetic
bánh oreo - (gói) - vat 8%,Bánh kẹo,synthetic
kẹo xí muội hũ 22g,Bánh kẹo,synthetic
BƯỞI NAM PHI,Trái cây,synthetic
CELANO - BÁNH BÔNG LAN THANH 100G,Bánh kẹo,synthetic
DẦU GỘI GÓI 24 MIẾNG,Đồ vệ sinh cá nhân,synthetic
quà tặng: phiếu mua hàng 150.000đ mua kem đánh răng,Khác,synthetic
quýt thái lan,Trái cây,synthetic
đà lạt gap - cà tím,Rau củ quả,synthetic
KINH ĐÔ - KẸO DỪA GÓI 85G,Bánh kẹo,synthetic
NƯỚC RỬA CHÉN CHAI 750ML,Gia dụng,synthetic
QUAKER - BÁNH TAI HEO GÓI 192G,Bánh kẹo,synthetic
cải ngọt,Rau củ quả,synthetic
bột bắp tấn sang gói 150g,Đồ khô / Gia vị,real
quà tặng: phiếu mua hàng 50.000đ mua trà,Khác,synthetic
colgate - kem dưỡng da,Đồ vệ sinh cá nhân,synthetic
cải thìa,Rau củ quả,synthetic
ớt chuông túi 1kg,Rau củ quả,synthetic
NUMBER 1 - NƯỚC DỪA THÙNG 24 LON,Đồ uống,synthetic
nho mẫu đơn hàn quốc,Trái cây,synthetic
trà bí đao,Đồ uống,synthetic
kem đặc có đường dl blue túi thông minh 280g,Đồ khô / Gia vị,real
giá đỗ túi 1kg,Rau củ quả,synthetic
tăm bông chai 500ml,Đồ vệ sinh cá nhân,synthetic
bánh cosy gói 192g,Bánh kẹo,synthetic
phiếu giảm giá 15.000đ,Khác,synthetic
NESCAFE CHAI 1.5L,Đồ uống,synthetic
XÀ PHÒNG TUÝP 200G,Đồ vệ sinh cá nhân,synthetic
bưởi thái lan,Trái cây,synthetic
KẸO DẺO - (GÓI) - VAT 8%,Bánh kẹo,synthetic
nước tẩy,Gia dụng,synthetic
SUNLIGHT - MIẾNG RỬA CHÉN CHAI 1L,Gia dụng,synthetic
ông thọ - tương cà chai 500ml,Đồ khô / Gia vị,synthetic
ớt bột phạm tân hũ 150g,Đồ khô / Gia vị,real
NƯỚC TẨY TRANG CHAI 900ML,Đồ vệ sinh cá nhân,synthetic
bibica - bánh bông lan gói 200g,Bánh kẹo,synthetic
NEM CHUA,Thịt cá hải sản,synthetic
NƯỚC GIẶT,Gia dụng,synthetic
cà phê hòa tan lốc 4 hộp,Đồ uống,synthetic
gừng - (kg) - vat 5%,Rau củ quả,synthetic
xà lách - (gói) - vat 5%,Rau củ quả,synthetic
SỮA CHUA UỐNG,Đồ khô / Gia vị,synthetic
KIWI NAM PHI - (KG) - VAT 5%,Trái cây,synthetic
KẸO DẺO GÓI 200G,Bánh kẹo,synthetic
giò lụa gói 300g,Thịt cá hải sản,synthetic
dutch lady - dầu gạo gói 400g,Đồ khô / Gia vị,synthetic
nước tăng lực lốc 6 lon,Đồ uống,synthetic
xoài new zealand,Trái cây,synthetic
gạo st25 chai 270ml,Đồ khô / Gia vị,synthetic
BÁNH GẠO GÓI 192G,Bánh kẹo,synthetic
coca-cola - trà ô long lốc 6 lon,Đồ uống,synthetic
OISHI - BÁNH QUY BƠ HŨ 22G,Bánh kẹo,synthetic
NẤM HƯƠNG KHÔ GÓI 400G,Đồ khô / Gia vị,synthetic
ỔI - (KG) - VAT 5%,Trái cây,synthetic
tương ớt hũ 150g,Đồ khô / Gia vị,synthetic
DOWNY - CÂY LAU NHÀ CHAI 1L,Gia dụng,synthetic
AQUAFINA - NƯỚC ÉP TRÁI CÂY CHAI 1L,Đồ uống,synthetic
kẹo cứng gói 85g,Bánh kẹo,synthetic
CHUỐI TÚI 1KG,Trái cây,synthetic
g7 lốc 4 hộp,Đồ uống,synthetic
phô mai hũ 150g,Đồ khô / Gia vị,synthetic
vfresh - bia tiger thùng 24 lon,Đồ uống,synthetic
TRÀ XANH CHAI 1.5L,Đồ uống,synthetic
GIẤY BẠC BỘ 3,Gia dụng,synthetic
hành tím (kg),Rau củ quả,synthetic
MEIZAN - GẠO ST25 CHAI 270ML,Đồ khô / Gia vị,synthetic
RED BULL,Đồ uống,synthetic
cà chua (kg),Rau củ quả,real
thơm hộp 500g,Trái cây,synthetic
LỰU MỸ (KG),Trái cây,synthetic
cá hồi,Thịt cá hải sản,synthetic
MỨT DỪA LỐC 4,Bánh kẹo,synthetic
BẮP CẢI - (GÓI) - VAT 5%,Rau củ quả,synthetic
quà tặng: phiếu mua hàng 10.000đ mua sữa chua,Khác,synthetic
thịt đùi heo,Thịt cá hải sản,synthetic
DẦU GẠO,Đồ khô / Gia vị,synthetic
VISSAN - PHI LÊ GÀ - (KHAY) - VAT 8%,Thịt cá hải sản,synthetic
LÊ ÚC TÚI 1KG,Trái cây,synthetic
NAM NGƯ - TRỨNG CÚT GÓI 400G,Đồ khô / Gia vị,synthetic
BĂNG VỆ SINH LỐC 3,Đồ vệ sinh cá nhân,synthetic
quà tặng: phiếu mua hàng 70.000đ mua hạt nêm,Khác,synthetic
NƯỚC DỪA,Đồ uống,synthetic
RONG BIỂN KHÔ GÓI 400G,Đồ khô / Gia vị,synthetic
chiết khấu 80.000đ,Khác,synthetic
TƯƠNG CÀ HỘP 10 QUẢ,Đồ khô / Gia vị,synthetic
táo envy,Trái cây,synthetic
MERINO - KẸO CỨNG GÓI 85G,Bánh kẹo,synthetic
tường an - bột chiên giòn,Đồ khô / Gia vị,synthetic
phí giao hàng,Khác,synthetic
pepsi chai 500ml,Đồ uống,synthetic
vải (kg),Trái cây,synthetic
quà tặng: phiếu mua hàng 200.000đ mua gia vị,Khác,synthetic
sữa dưỡng thể,Đồ vệ sinh cá nhân,synthetic
BÒ VIÊN KHAY 300G,Thịt cá hải sản,synthetic
MUỖNG INOX GÓI 1KG,Gia dụng,synthetic
SIMPLY - SA TẾ CHAI 270ML,Đồ khô / Gia vị,synthetic
KHOAI LANG TÚI 500G,Rau củ quả,synthetic
lựu khay 250g,Trái cây,synthetic
NƯỚC CAM ÉP CHAI 350ML,Đồ uống,synthetic
BIM BIM - (GÓI) - VAT 8%,Bánh kẹo,synthetic
vải thái lan,Trái cây,synthetic
p/s - tăm bông chai 900ml,Đồ vệ sinh cá nhân,synthetic
kiwi thái lan,Trái cây,synthetic
ếch 1kg,Thịt cá hải sản,synthetic
SỮA ĐẬU NÀNH CHAI 350ML,Đồ uống,synthetic
pepsi chai 350ml,Đồ uống,synthetic
TÚI RÁC GÓI 1KG,Gia dụng,synthetic
tăm bông hộp,Đồ vệ sinh cá nhân,synthetic
quà tặng: phiếu mua hàng 70.000đ mua nước mắm,Khác,synthetic
BÍ ĐỎ TÚI 1KG,Rau củ quả,synthetic
quà tặng: phiếu mua hàng 20.000đ mua gia vị,Khác,synthetic
MEATDELI - ỨC GÀ 500G,Thịt cá hải sản,synthetic
LỰU,Trái cây,synthetic
quà tặng: phiếu mua hàng 30.000đ mua sữa rửa mặt/nước tẩy trang simple,Khác,real
NHO MẪU ĐƠN MỸ TÚI 1KG,Trái cây,synthetic
cải xanh,Rau củ quả,synthetic
quà tặng: phiếu mua hàng 70.000đ mua sữa chua,Khác,synthetic
PEPSI - SỮA ĐẬU NÀNH LỐC 4 HỘP,Đồ uống,synthetic
bí đỏ gói 300g,Rau củ quả,synthetic
bánh pía,Bánh kẹo,synthetic
bắp cải túi 1kg,Rau củ quả,synthetic
DIANA - LĂN KHỬ MÙI HỘP,Đồ vệ sinh cá nhân,synthetic
XMEN - GIẤY VỆ SINH LỐC 3,Đồ vệ sinh cá nhân,synthetic
THĂN BÒ,Thịt cá hải sản,synthetic
THĂN BÒ - (KG) - VAT 5%,Thịt cá hải sản,real
ĐIỆN QUANG - NƯỚC XẢ VẢI - (CHAI) - VAT 10%,Gia dụng,synthetic
DAO BẾP TÚI 3.5KG,Gia dụng,synthetic
cần tây - (kg) - vat 5%,Rau củ quả,synthetic
phiếu tích điểm,Khác,synthetic
cp - cá nục khay 500g,Thịt cá hải sản,synthetic
phiếu quà tặng 70.000đ,Khác,synthetic
quà tặng: phiếu mua hàng 15.000đ mua thịt cá,Khác,synthetic
CUA KHAY 300G,Thịt cá hải sản,synthetic
thơm trái trung 1/2,Trái cây,real
CẦU ĐẤT FARM - BÔNG CẢI XANH - (KG) - VAT 5%,Rau củ quả,synthetic
MUỖNG INOX VỈ 4 VIÊN,Gia dụng,synthetic
POCA - KẸO DẺO,Bánh kẹo,synthetic
sữa dưỡng thể tuýp 100g,Đồ vệ sinh cá nhân,synthetic
bánh gạo hũ 22g,Bánh kẹo,synthetic
PLAYMORE - KEO THE VỊ NHO HŨ 22G - (HŨ) - VAT 8%,Bánh kẹo,real
dầu xả chai 500ml,Đồ vệ sinh cá nhân,synthetic
nước ngọt lốc 4 hộp,Đồ uống,synthetic
lựu - (kg) - vat 5%,Trái cây,synthetic
bò viên - (kg) - vat 5%,Thịt cá hải sản,synthetic
VIỆT QUẤT NAM PHI (KG),Trái cây,synthetic
BÍ XANH - (KG) - VAT 5%,Rau củ quả,synthetic
đu đủ úc (kg),Trái cây,synthetic
BÁNH PÍA HỘP 300G,Bánh kẹo,synthetic
xoài khay 250g,Trái cây,synthetic
xương heo khay 500g,Thịt cá hải sản,synthetic
trà xanh lốc 4 hộp,Đồ uống,synthetic
GẠO THƠM BỊCH 220G,Đồ khô / Gia vị,synthetic
ngò rí - (gói) - vat 5%,Rau củ quả,synthetic
BÁNH QUY YẾN MẠCH THANH 100G,Bánh kẹo,synthetic
c2 thùng 24 lon,Đồ uống,synthetic
CHẢO CHỐNG DÍNH CUỘN,Gia dụng,synthetic
sữa chua uống gói 400g,Đồ khô / Gia vị,synthetic
TÁO ENVY NEW ZEALAND KHAY 250G,Trái cây,synthetic
CÀ RỐT,Rau củ quả,synthetic
giấy bạc gói 1kg,Gia dụng,synthetic
TÁO ENVY (KG),Trái cây,synthetic
thăn bò khay 300g,Thịt cá hải sản,synthetic
NẤM RƠM (KG),Rau củ quả,synthetic
KINH ĐÔ - BÁNH QUY GÓI 200G,Bánh kẹo,synthetic
THAU CUỘN,Gia dụng,synthetic
SỮA TẮM GÓI 24 MIẾNG,Đồ vệ sinh cá nhân,synthetic
xương heo 500g,Thịt cá hải sản,synthetic
TƯƠNG CÀ - (CHAI) - VAT 8%,Đồ khô / Gia vị,synthetic
miếng rửa chén cái,Gia dụng,synthetic
quà tặng: phiếu mua hàng 30.000đ mua thịt cá,Khác,synthetic
voucher 20.000đ,Khác,synthetic
mặt nạ lốc 3,Đồ vệ sinh cá nhân,synthetic
BÁNH TRUNG THU LỐC 4,Bánh kẹo,synthetic
BÔNG CẢI XANH TÚI 500G,Rau củ quả,synthetic
xoài hàn quốc (kg),Trái cây,synthetic
đường trắng chai 270ml,Đồ khô / Gia vị,synthetic
băng vệ sinh gói 10 miếng,Đồ vệ sinh cá nhân,synthetic
pepsi - bia tiger chai 1l,Đồ uống,synthetic
dầu gội,Đồ vệ sinh cá nhân,synthetic
KNORR - DẦU ĂN,Đồ khô / Gia vị,synthetic
chôm chôm,Trái cây,synthetic
nước xả vải vỉ 4 viên,Gia dụng,synthetic
KEM QUE GÓI 85G,Bánh kẹo,synthetic
DẦU XẢ TUÝP 200G,Đồ vệ sinh cá nhân,synthetic
nước tương - (chai) - vat 8%,Đồ khô / Gia vị,synthetic
TÚI ZIP CHAI 750ML,Gia dụng,synthetic
kem chống nắng chai 500ml,Đồ vệ sinh cá nhân,synthetic
aquafina - bia tiger thùng 24 lon,Đồ uống,synthetic
quà tặng: phiếu mua hàng 40.000đ mua gạo ST25,Khác,synthetic
kitkat - sô cô la gói 192g,Bánh kẹo,synthetic
comfort - muỗng inox,Gia dụng,synthetic
hành lá túi 1kg,Rau củ quả,synthetic
GIẤY BẠC VỈ 4 VIÊN,Gia dụng,synthetic
đà lạt gap - giá đỗ - (gói) - vat 5%,Rau củ quả,synthetic
DẦU HÀO CHAI 500ML,Đồ khô / Gia vị,synthetic
vietgap - khoai lang - (gói) - vat 5%,Rau củ quả,synthetic
TƯƠNG CÀ CHAI 500ML,Đồ khô / Gia vị,synthetic
kotex - kem chống nắng - (chai) - vat 10%,Đồ vệ sinh cá nhân,synthetic
hada labo - sữa dưỡng thể,Đồ vệ sinh cá nhân,synthetic
băng vệ sinh tuýp 100g,Đồ vệ sinh cá nhân,synthetic
quà tặng: phiếu mua hàng 40.000đ mua đồ hộp,Khác,synthetic
bia heineken hộp 1l,Đồ uống,synthetic
soda lốc 4 hộp,Đồ uống,synthetic
COCA-COLA - NƯỚC TĂNG LỰC,Đồ uống,synthetic
NƯỚC ÉP TÁO,Đồ uống,synthetic
phiếu giảm giá 40.000đ,Khác,synthetic
vfresh - soda thùng 24 lon,Đồ uống,synthetic
KẸO XÍ MUỘI,Bánh kẹo,synthetic
GEL RỬA TAY,Đồ vệ sinh cá nhân,synthetic
NƯỚC KHOÁNG THÙNG 24 LON,Đồ uống,synthetic
thẻ thành viên,Khác,synthetic
ĐẬU BẮP BÓ,Rau củ quả,synthetic
ông thọ - dầu hào gói 75g,Đồ khô / Gia vị,synthetic
COLGATE - GIẤY VỆ SINH,Đồ vệ sinh cá nhân,synthetic
th true juice - nước suối chai 1l,Đồ uống,synthetic
bluestone - chảo chống dính,Gia dụng,synthetic
phiếu quà tặng 25.000đ,Khác,synthetic
bao bì,Khác,synthetic
quà tặng: phiếu mua hàng 20.000đ mua dầu gội,Khác,synthetic
NHÃN PHÁP TÚI 1KG,Trái cây,synthetic
MÓC TREO QUẦN ÁO TÚI 2KG,Gia dụng,synthetic
bông tẩy trang chai 900ml,Đồ vệ sinh cá nhân,synthetic
BÁNH QUY HỘP THIẾC 400G,Bánh kẹo,synthetic
chinsu - tương cà,Đồ khô / Gia vị,synthetic
NƯỚC TĂNG LỰC LỐC 4 HỘP,Đồ uống,synthetic
vải pháp,Trái cây,synthetic
quà tặng: phiếu mua hàng 30.000đ mua dầu ăn,Khác,synthetic
kẹo xí muội gói 200g,Bánh kẹo,synthetic
nước hoa - (chai) - vat 10%,Đồ vệ sinh cá nhân,synthetic
cải xanh túi 1kg,Rau củ quả,synthetic
BLUESTONE - XÔ TÚI 2KG,Gia dụng,synthetic
SÚP LƠ - (KG) - VAT 5%,Rau củ quả,synthetic
VISSAN - GHẸ,Thịt cá hải sản,synthetic
