text,label,source
Nhận từ Nguyễn Ngọc Tâm,Thu nhập phụ,synthetic
Rut tien tu Tikop TK60211839,Lãi đầu tư,synthetic
CGV,Giải trí & Quan hệ,synthetic
tiền freelance,Thu nhập phụ,synthetic
Nạp tiền điện thoại EVN,Sinh hoạt & Nhà ở,synthetic
CONG TY TNHH ABC thanh toan luong thang 10,Thu nhập chính,synthetic
gửi ông tháng 6,Gia đình,synthetic
Trần Gia Anh quỹ ae,Quỹ nhóm,synthetic
Rut tien tu Tikop TK61793831,Lãi đầu tư,synthetic
phòng gym,Sức khoẻ,synthetic
Rut tien tu Tikop TK78754653,Lãi đầu tư,synthetic
phụ cấp lương,Thu nhập chính,synthetic
tiền taxi,Di chuyển,synthetic
Phạm Tuấn Long quỹ,Quỹ nhóm,synthetic
Routine,Mua sắm cá nhân,synthetic
Võ Thu Hùng trả nợ,Thu nhập phụ,synthetic
DUONG GIA PHUONG,Công việc & Khác,synthetic
Rut tien tu Tikop TK96382807,Lãi đầu tư,synthetic
Rut tien tu Tikop TK26663316,Lãi đầu tư,synthetic
INFINA LE MINH THIEN,Lãi đầu tư,synthetic
đóng phí quản lý,Sinh hoạt & Nhà ở,synthetic
Rut tien tu Tikop TK99135168,Lãi đầu tư,synthetic
đóng tiền trọ,Sinh hoạt & Nhà ở,synthetic
đặt phòng nghỉ,Du lịch,synthetic
trả tiền sửa nhà,Sinh hoạt & Nhà ở,synthetic
Vietnam Airlines đi Đà Lạt,Du lịch,synthetic
mua áo khoác,Mua sắm cá nhân,synthetic
tiền xăng,Di chuyển,synthetic
đổ xăng,Di chuyển,synthetic
mừng đám cưới Vũ Minh Dũng,Giải trí & Quan hệ,synthetic
trả tiền nước,Sinh hoạt & Nhà ở,synthetic
tiền tụ tập,Giải trí & Quan hệ,synthetic
Nạp tiền điện thoại Mobifone,Sinh hoạt & Nhà ở,synthetic
quà sinh nhật Đinh Anh Huy,Giải trí & Quan hệ,synthetic
thanh toán cháo,Ăn uống,synthetic
vé concert,Giải trí & Quan hệ,synthetic
tiền mạng tháng 4,Sinh hoạt & Nhà ở,synthetic
đơn thuốc,Sức khoẻ,synthetic
Grab% A-CVYJBV253EE1,Di chuyển,synthetic
TikTok Shop đơn hàng,Mua sắm cá nhân,synthetic
Nhận từ Võ Thanh Tâm,Thu nhập phụ,synthetic
Vietnam Airlines đi Thái Lan,Du lịch,synthetic
TRAN QUOC MAI chuyển tiền,Công việc & Khác,synthetic
Grab% A-P7MMTBJ58K7F,Di chuyển,synthetic
thanh toán đặt tour,Du lịch,synthetic
Tiền lời Túi Thần Tài ngày,Lãi đầu tư,synthetic
ăn vặt,Ăn uống,synthetic
đi thuốc nhỏ mắt,Sức khoẻ,synthetic
cầu lông,Sức khoẻ,synthetic
đi Pharmacity,Sức khoẻ,synthetic
lương tháng 4,Thu nhập chính,synthetic
Phạm Gia Nghĩa,Công việc & Khác,synthetic
quà tặng Mai Quốc Hùng,Giải trí & Quan hệ,synthetic
tiền dạy thêm,Thu nhập phụ,synthetic
LUONG THANG 5/2026,Thu nhập chính,synthetic
chuyển đến Dương Hải Yến,Công việc & Khác,synthetic
tiền vé máy bay,Du lịch,synthetic
Grab% A-Z1TDSI4QV8JF,Di chuyển,synthetic
thanh toán tiền nước,Sinh hoạt & Nhà ở,synthetic
mừng đám cưới Hoàng Hoàng Trí,Giải trí & Quan hệ,synthetic
TIKI thanh toan luong thang 4,Thu nhập chính,synthetic
mừng đám cưới Hồ Đức Kiên,Giải trí & Quan hệ,synthetic
TIKI THANH TOAN LUONG CO BAN THANG 12 NAM 2026,Thu nhập chính,synthetic
sinh nhật Lý Anh Hoa,Giải trí & Quan hệ,synthetic
trả góp 6/26,Công việc & Khác,synthetic
đi mua thuốc,Sức khoẻ,synthetic
Grab% A-9BRO2M2GWSVTAV HA,Di chuyển,real
trả tiền thuê nhà,Sinh hoạt & Nhà ở,synthetic
mua áo thun,Mua sắm cá nhân,synthetic
MAI HUU TUNG chuyển trả,Thu nhập phụ,synthetic
đi gym,Sức khoẻ,synthetic
gửi ông tháng 8,Gia đình,synthetic
Shopee đơn 208,Mua sắm cá nhân,synthetic
Nhận từ Ngô Quốc Nghĩa,Thu nhập phụ,synthetic
Sendo đơn hàng,Mua sắm cá nhân,synthetic
LE KHANH TUAN tra no,Thu nhập phụ,synthetic
Nhận từ Phạm Hoàng Hoa,Thu nhập phụ,synthetic
Grab% A-0U8B0EGJHROM,Di chuyển,synthetic
vitamin,Sức khoẻ,synthetic
DO THI NHU NGAN chuyen,Quỹ nhóm,real
Jollibee,Ăn uống,synthetic
Grab% A-D9YKP4JRF3F5,Di chuyển,synthetic
lương tháng 3,Thu nhập chính,synthetic
vé máy bay đi Hà Nội,Du lịch,synthetic
sinh nhật Trương Tuấn Quỳnh,Giải trí & Quan hệ,synthetic
tiền vé Vinpearl,Du lịch,synthetic
mua đồ điện tử,Mua sắm cá nhân,synthetic
tiền học thêm con,Gia đình,synthetic
tiền Pharmacity,Sức khoẻ,synthetic
thanh toán hủ tiếu,Ăn uống,synthetic
Nhận từ Huỳnh Thanh Sơn,Thu nhập phụ,synthetic
tiền resort,Du lịch,synthetic
chuyển đến Ngô Tuấn Ngọc,Công việc & Khác,synthetic
INFINA DUONG THANH HUONG,Lãi đầu tư,synthetic
TIKI thanh toan luong thang 1,Thu nhập chính,synthetic
tiền học con tháng 1,Gia đình,synthetic
phụ giúp gia đình,Gia đình,synthetic
Agoda,Du lịch,synthetic
Grab% A-TNVCYF90Q1EY,Di chuyển,synthetic
nạp thẻ FPT 10k,Sinh hoạt & Nhà ở,synthetic
đi băng gạc,Sức khoẻ,synthetic
khách sạn Huế,Du lịch,synthetic
đặt vé tàu hỏa,Du lịch,synthetic
Nhận từ Phạm Ngọc Như Thu hồi nợ,Thu nhập phụ,synthetic
Vietjet Air đi Quy Nhơn,Du lịch,synthetic
tiền học thêm con tháng 9,Gia đình,synthetic
tiền thuốc ho,Sức khoẻ,synthetic
mừng đám cưới Dương Tuấn Vân,Giải trí & Quan hệ,synthetic
Ngô Hải Sơn chuyển trả,Thu nhập phụ,synthetic
Tiki (7479,Mua sắm cá nhân,synthetic
Rut tien tu Tikop TK43635732,Lãi đầu tư,synthetic
sinh nhật Bùi Xuân Quân,Giải trí & Quan hệ,synthetic
Sendo,Mua sắm cá nhân,synthetic
lì xì Phan Đức Lan,Giải trí & Quan hệ,synthetic
đi du lịch Hàn Quốc,Du lịch,synthetic
nạp thẻ Vinaphone 20k,Sinh hoạt & Nhà ở,synthetic
khẩu trang,Sức khoẻ,synthetic
đóng quỹ tháng 6,Quỹ nhóm,synthetic
TIKOP tích lũy,Lãi đầu tư,synthetic
HO HAI VY đóng quỹ,Quỹ nhóm,synthetic
thực phẩm chức năng,Sức khoẻ,synthetic
quà tặng Trương Gia Yến,Giải trí & Quan hệ,synthetic
Hồ Xuân Kiên quỹ,Quỹ nhóm,synthetic
học phí con,Gia đình,synthetic
trả phí chung cư,Sinh hoạt & Nhà ở,synthetic
tiền điện tháng 8,Sinh hoạt & Nhà ở,synthetic
HO XUAN QUAN,Công việc & Khác,synthetic
nạp thẻ Viettel 200k,Sinh hoạt & Nhà ở,synthetic
Sendo đơn 8806,Mua sắm cá nhân,synthetic
SHOPEE thanh toan luong thang 2,Thu nhập chính,synthetic
Grab% A-B7080AVMXXGA,Di chuyển,synthetic
gửi tiết kiệm online,Lãi đầu tư,synthetic
nha khoa Kim,Sức khoẻ,synthetic
tiền nước tháng 4,Sinh hoạt & Nhà ở,synthetic
quán ăn,Ăn uống,synthetic
nội soi,Sức khoẻ,synthetic
Rut tien tu Tikop TK66597298,Lãi đầu tư,synthetic
vé máy bay đi Nha Trang,Du lịch,synthetic
Nhận từ Đặng Thành Quỳnh Trợ cấp,Thu nhập phụ,synthetic
Vietjet Air đi Phan Thiết,Du lịch,synthetic
INFINA DO HUU MAI,Lãi đầu tư,synthetic
sinh nhật Trần Thanh Nhi,Giải trí & Quan hệ,synthetic
banh,Ăn uống,real
xe ôm,Di chuyển,synthetic
tiền bàn phím,Mua sắm cá nhân,synthetic
Nhận từ Trương Tuấn Nghĩa Thu hồi nợ,Thu nhập phụ,synthetic
tiền mì,Ăn uống,synthetic
Nhận từ Bùi Đức Tuấn,Thu nhập phụ,synthetic
gửi xe tháng,Di chuyển,synthetic
tiền học con tháng 6,Gia đình,synthetic
đóng quỹ tháng 7,Quỹ nhóm,synthetic
tiền nhà tháng 9,Sinh hoạt & Nhà ở,synthetic
Highlands Coffee,Ăn uống,synthetic
mỹ phẩm,Mua sắm cá nhân,synthetic
đi du lịch Phú Quốc,Du lịch,synthetic
PHAM XUAN MINH chuyển tiền quỹ,Quỹ nhóm,synthetic
tiền mạng tháng 5,Sinh hoạt & Nhà ở,synthetic
Vietjet Air đi Đà Nẵng,Du lịch,synthetic
đóng quỹ tháng 4,Quỹ nhóm,synthetic
Lý Hữu Minh quỹ,Quỹ nhóm,synthetic
gửi tiền về nhà tháng 12,Gia đình,synthetic
tour du lịch,Du lịch,synthetic
tiền bỉm sữa,Gia đình,synthetic
thu hồi nợ,Thu nhập phụ,synthetic
momo bun bo - HU TIEU 172,Ăn uống,real
sinh nhật Dương Thu Nga,Giải trí & Quan hệ,synthetic
Rut tien tu Tikop TK39540811,Lãi đầu tư,synthetic
thưởng Tết,Thu nhập chính,synthetic
nhậu,Giải trí & Quan hệ,synthetic
đi bóng rổ,Sức khoẻ,synthetic
LUONG THANG 12/2026,Thu nhập chính,synthetic
Grab% A-25POOZU30A5V,Di chuyển,synthetic
Grab% A-YLO85WM36RE4,Di chuyển,synthetic
Nhận từ Bùi Đức Thắng,Thu nhập phụ,synthetic
trả phí dịch vụ chung cư,Sinh hoạt & Nhà ở,synthetic
tiền học thêm con tháng 10,Gia đình,synthetic
Nhận từ Trần Đức Linh Trợ cấp,Thu nhập phụ,synthetic
Lazada,Mua sắm cá nhân,synthetic
tiền cà phê bạn bè,Giải trí & Quan hệ,synthetic
tiền làm thêm,Thu nhập phụ,synthetic
mua túi xách,Mua sắm cá nhân,synthetic
gửi ông bà tháng 2,Gia đình,synthetic
chuyển đến Ngô Xuân Hằng,Công việc & Khác,synthetic
Sendo đơn 1345,Mua sắm cá nhân,synthetic
nạp thẻ Mobifone 20k,Sinh hoạt & Nhà ở,synthetic
Grab% A-VZW77HYNY2SY,Di chuyển,synthetic
mừng cưới Đặng Thành Như,Giải trí & Quan hệ,synthetic
Nhận từ Huỳnh Quốc Long Trợ cấp,Thu nhập phụ,synthetic
Ngô Hữu Khánh,Công việc & Khác,synthetic
Rut tien tu Tikop TK52676804,Lãi đầu tư,synthetic
mua sữa cho con,Gia đình,synthetic
Trương Thị Phương chuyển tiền,Công việc & Khác,synthetic
đi ăn bún chả,Ăn uống,synthetic
nạp thẻ EVN 50k,Sinh hoạt & Nhà ở,synthetic
điện thoại,Mua sắm cá nhân,synthetic
thanh toán tiền rác,Sinh hoạt & Nhà ở,synthetic
Vietjet Air đi Singapore,Du lịch,synthetic
Hồ Bảo Tuấn quỹ,Quỹ nhóm,synthetic
Nhận từ Lê Văn Quang,Thu nhập phụ,synthetic
tiền tiền bia,Giải trí & Quan hệ,synthetic
Lý Anh Hiếu chuyen tien quy,Quỹ nhóm,synthetic
ăn phở bò,Ăn uống,synthetic
cho bà tháng 11,Gia đình,synthetic
tiền sữa con tháng 1,Gia đình,synthetic
Shopee (8028,Mua sắm cá nhân,synthetic
tiền truyền nước,Sức khoẻ,synthetic
đi nhậu,Giải trí & Quan hệ,synthetic
sinh nhật Lý Xuân Thảo,Giải trí & Quan hệ,synthetic
ăn sushi,Ăn uống,synthetic
TIK55722553 2406,Lãi đầu tư,synthetic
vé máy bay đi Quy Nhơn,Du lịch,synthetic
TIKI THANH TOAN THU NHAP TANG THEM THANG 02 NAM 2026,Thu nhập chính,synthetic
đi vé xe buýt,Di chuyển,synthetic
INFINA VU MINH TRANG,Lãi đầu tư,synthetic
tiền sửa nhà,Sinh hoạt & Nhà ở,synthetic
INFINA MAI DUC NHI,Lãi đầu tư,synthetic
đóng tiền mạng,Sinh hoạt & Nhà ở,synthetic
Hoàng Bảo Hằng chuyen tien quy,Quỹ nhóm,synthetic
nạp thẻ Mobifone 500k,Sinh hoạt & Nhà ở,synthetic
xăng,Di chuyển,synthetic
tiền đồ ăn,Ăn uống,synthetic
xét nghiệm,Sức khoẻ,synthetic
lương cơ bản,Thu nhập chính,synthetic
TIKI THANH TOAN LUONG CO BAN THANG 06 NAM 2026,Thu nhập chính,synthetic
CONG TY TNHH ABC thanh toan luong thang 11,Thu nhập chính,synthetic
tiền gym,Sức khoẻ,synthetic
biếu bà tháng 8,Gia đình,synthetic
cuốc xe grab,Di chuyển,synthetic
resort,Du lịch,synthetic
VIETTEL thanh toan luong thang 2,Thu nhập chính,synthetic
trả góp tháng 5,Công việc & Khác,synthetic
tiền cho em,Gia đình,synthetic
LE HAI HANH chuyen tien,Công việc & Khác,synthetic
sinh nhật Võ Ngọc Hải,Giải trí & Quan hệ,synthetic
thưởng cuối năm,Thu nhập chính,synthetic
sinh nhật Lý Thị Mai,Giải trí & Quan hệ,synthetic
Nguyễn Hải Đạt đóng quỹ,Quỹ nhóm,synthetic
biếu bà tháng 5,Gia đình,synthetic
TIK55610169 4694,Lãi đầu tư,synthetic
nạp thẻ VNPT 50k,Sinh hoạt & Nhà ở,synthetic
Long Châu,Sức khoẻ,synthetic
Nhận từ Dương Hoàng Nghĩa,Thu nhập phụ,synthetic
quà tặng Huỳnh Ngọc Việt,Giải trí & Quan hệ,synthetic
Nhận từ Đặng Khánh Nhi,Thu nhập phụ,synthetic
cho bà,Gia đình,synthetic
Hoàng Thu Trung chuyen tien quy,Quỹ nhóm,synthetic
sinh nhật Trần Tuấn Cường,Giải trí & Quan hệ,synthetic
DUONG BAO QUANG,Công việc & Khác,synthetic
INFINA NGO ANH QUAN,Lãi đầu tư,synthetic
Nhận từ Lê Hải Huy Trợ cấp,Thu nhập phụ,synthetic
LE TRAN QUOC HUU NOP quy,Quỹ nhóm,real
game,Giải trí & Quan hệ,synthetic
Rut tien tu Tikop TK60653170,Lãi đầu tư,synthetic
Lotteria,Ăn uống,synthetic
Phan Thanh Tài quỹ ae,Quỹ nhóm,synthetic
đi khám bệnh,Sức khoẻ,synthetic
tiền trọ,Sinh hoạt & Nhà ở,synthetic
TIK47828631 6679,Lãi đầu tư,synthetic
lương tháng 12,Thu nhập chính,synthetic
Cộng Cà Phê,Ăn uống,synthetic
tiền gửi xe tháng,Sinh hoạt & Nhà ở,synthetic
tiền phòng gym,Sức khoẻ,synthetic
Rut tien tu Tikop TK37432134,Lãi đầu tư,synthetic
Bamboo Airways đi Nha Trang,Du lịch,synthetic
phí dịch vụ,Công việc & Khác,synthetic
Sendo (1852,Mua sắm cá nhân,synthetic
tiền sinh tố,Ăn uống,synthetic
đặt vé tham quan,Du lịch,synthetic
lương cứng,Thu nhập chính,synthetic
Nhận từ Trần Đức Trí Trợ cấp,Thu nhập phụ,synthetic
Shopee đơn 6845,Mua sắm cá nhân,synthetic
DO VAN HANG chuyen tien quy,Quỹ nhóm,synthetic
sinh nhật Lê Thu Việt,Giải trí & Quan hệ,synthetic
bãi đỗ xe,Di chuyển,synthetic
Rut tien tu Tikop TK67045601,Lãi đầu tư,synthetic
đi vật lý trị liệu,Sức khoẻ,synthetic
tiền pizza,Ăn uống,synthetic
Lý Thanh Tùng quỹ,Quỹ nhóm,synthetic
VNG thanh toan luong thang 5,Thu nhập chính,synthetic
khách sạn Ninh Bình,Du lịch,synthetic
Rut tien tu Tikop TK16409704,Lãi đầu tư,synthetic
quà tặng Trương Xuân Dung,Giải trí & Quan hệ,synthetic
thưởng KPI,Thu nhập chính,synthetic
tiền thực phẩm chức năng,Sức khoẻ,synthetic
Vietnam Airlines đi Hà Nội,Du lịch,synthetic
Bamboo Airways đi Hàn Quốc,Du lịch,synthetic
sinh nhật Đặng Thị Anh,Giải trí & Quan hệ,synthetic
tiền nuôi con tháng 2,Gia đình,synthetic
phụ giúp gia đình tháng 1,Gia đình,synthetic
mua điện thoại,Mua sắm cá nhân,synthetic
gửi bà tháng 11,Gia đình,synthetic
Nhận từ Nguyễn Xuân Linh,Thu nhập phụ,synthetic
Grab% A-6UEAS42I1KG6,Di chuyển,synthetic
tiền nước,Sinh hoạt & Nhà ở,synthetic
thanh toán hóa đơn điện,Sinh hoạt & Nhà ở,synthetic
Trương Thành Như đóng quỹ,Quỹ nhóm,synthetic
quà tặng Vũ Xuân Thiện,Giải trí & Quan hệ,synthetic
mua balo,Mua sắm cá nhân,synthetic
NGO THANH HANH chuyển tiền,Công việc & Khác,synthetic
Vũ Thị Tài quỹ,Quỹ nhóm,synthetic
TIK28503943 9898,Lãi đầu tư,synthetic
Nhận từ Huỳnh Gia Bình,Thu nhập phụ,synthetic
mua tai nghe,Mua sắm cá nhân,synthetic
tiền son môi,Mua sắm cá nhân,synthetic
tiền điện tháng 1,Sinh hoạt & Nhà ở,synthetic
Phúc Tea,Ăn uống,synthetic
VU HUU QUAN tra no,Thu nhập phụ,synthetic
VNG thanh toan luong thang 9,Thu nhập chính,synthetic
Nhận từ Phan Đức Hằng,Thu nhập phụ,synthetic
Grab% A-2BHP9P2PLF3U,Di chuyển,synthetic
học phí con tháng 10,Gia đình,synthetic
tiền ăn vặt,Ăn uống,synthetic
kính thuốc,Sức khoẻ,synthetic
Đinh Xuân Ngọc chuyen tien quy,Quỹ nhóm,synthetic
Nhận từ Mai Thị Tâm,Thu nhập phụ,synthetic
Đỗ Thu Nga,Công việc & Khác,synthetic
TRUONG DUC HAI quỹ,Quỹ nhóm,synthetic
bún chả,Ăn uống,synthetic
BUI VAN TRUNG chuyen tien quy,Quỹ nhóm,synthetic
LUONG THANG 9/2026,Thu nhập chính,synthetic
Tiki (4721,Mua sắm cá nhân,synthetic
tiền mũ,Mua sắm cá nhân,synthetic
DO DUC QUYNH quỹ,Quỹ nhóm,synthetic
tiêm phòng,Sức khoẻ,synthetic
Nhận từ Đỗ Hải Hùng Thu hồi nợ,Thu nhập phụ,synthetic
Nạp tiền điện thoại VNPT,Sinh hoạt & Nhà ở,synthetic
ăn trưa,Ăn uống,synthetic
GARENA thanh toan luong thang 6,Thu nhập chính,synthetic
tiền bóng đá,Sức khoẻ,synthetic
SHOPEE thanh toan luong thang 10,Thu nhập chính,synthetic
tiền phòng nghỉ,Du lịch,synthetic
Grab% A-E6V9L4FMKA5L,Di chuyển,synthetic
Nhận từ Hồ Đình Phúc,Thu nhập phụ,synthetic
KFC,Ăn uống,synthetic
CONG TY TNHH ABC thanh toan luong thang 5,Thu nhập chính,synthetic
vé máy bay đi Phan Thiết,Du lịch,synthetic
tiền điện tháng 7,Sinh hoạt & Nhà ở,synthetic
chuyển khoản,Công việc & Khác,synthetic
hẹn hò,Giải trí & Quan hệ,synthetic
vé Vinpearl,Du lịch,synthetic
TikTok Shop (8322,Mua sắm cá nhân,synthetic
tiền thắt lưng,Mua sắm cá nhân,synthetic
thanh toán cơm,Ăn uống,synthetic
tiền vé xem phim,Giải trí & Quan hệ,synthetic
vé máy bay đi Hội An,Du lịch,synthetic
vé xem phim,Giải trí & Quan hệ,synthetic
nha sĩ,Sức khoẻ,synthetic
Rut tien tu Tikop TK36393422,Lãi đầu tư,synthetic
nạp thẻ Vinaphone 50k,Sinh hoạt & Nhà ở,synthetic
Shopee đơn 4558,Mua sắm cá nhân,synthetic
GARENA thanh toan luong thang 3,Thu nhập chính,synthetic
DINH XUAN NGHIA,Công việc & Khác,synthetic
CONG TY TNHH ABC thanh toan luong thang 12,Thu nhập chính,synthetic
Grab% A-QVQSVA51EI2H,Di chuyển,synthetic
tour Nhật Bản,Du lịch,synthetic
TIK43514137 7138,Lãi đầu tư,synthetic
chuột máy tính,Mua sắm cá nhân,synthetic
tiền nuôi con tháng 3,Gia đình,synthetic
tiền Grab,Di chuyển,synthetic
tiền wifi,Sinh hoạt & Nhà ở,synthetic
thuốc cảm,Sức khoẻ,synthetic
PHAM DINH TRANG tra no,Thu nhập phụ,synthetic
nạp thẻ FPT 20k,Sinh hoạt & Nhà ở,synthetic
khách sạn Bali,Du lịch,synthetic
tour Đà Nẵng,Du lịch,synthetic
tiền tái khám,Sức khoẻ,synthetic
TRAN DINH LAN đóng quỹ,Quỹ nhóm,synthetic
VNG thanh toan luong thang 4,Thu nhập chính,synthetic
Phạm Đức Anh quỹ,Quỹ nhóm,synthetic
lương tháng 10,Thu nhập chính,synthetic
Bamboo Airways đi Bangkok,Du lịch,synthetic
VIETTEL thanh toan luong thang 1,Thu nhập chính,synthetic
SHOPEE thanh toan luong thang 11,Thu nhập chính,synthetic
tour Hội An,Du lịch,synthetic
đóng hóa đơn nước,Sinh hoạt & Nhà ở,synthetic
thanh toán tiền internet,Sinh hoạt & Nhà ở,synthetic
trả góp 2072,Công việc & Khác,synthetic
trà chanh,Ăn uống,synthetic
DANG THANH TRANG CHUYen Tien quy,Quỹ nhóm,real
nộp quỹ tháng 6,Quỹ nhóm,synthetic
đi du lịch Đà Nẵng,Du lịch,synthetic
gửi gia đình tháng 10,Gia đình,synthetic
mừng đám cưới Hồ Ngọc Kiên,Giải trí & Quan hệ,synthetic
Tiki (9873,Mua sắm cá nhân,synthetic
vé máy bay đi Singapore,Du lịch,synthetic
trả lương,Thu nhập chính,synthetic
INFINA DUONG VAN DUNG,Lãi đầu tư,synthetic
mua quần jean,Mua sắm cá nhân,synthetic
Shopee (6478,Mua sắm cá nhân,synthetic
đi gửi xe tháng,Di chuyển,synthetic
mua trà chanh,Ăn uống,synthetic
rửa xe,Di chuyển,synthetic
Shopee (8727,Mua sắm cá nhân,synthetic
lãi chứng khoán,Lãi đầu tư,synthetic
GARENA thanh toan luong thang 4,Thu nhập chính,synthetic
HOANG HUU PHUONG,Công việc & Khác,synthetic
ăn sáng trà chanh,Ăn uống,synthetic
tiền sữa con tháng 5,Gia đình,synthetic
đặt vé cáp treo,Du lịch,synthetic
nạp thẻ Vinaphone 200k,Sinh hoạt & Nhà ở,synthetic
Nhận từ Trương Hoàng Hương Trợ cấp,Thu nhập phụ,synthetic
TikTok Shop,Mua sắm cá nhân,synthetic
sinh nhật Võ Khánh Hương,Giải trí & Quan hệ,synthetic
tiền bơi lội,Sức khoẻ,synthetic
tiền bảo hiểm sức khỏe,Sức khoẻ,synthetic
FPT SOFTWARE thanh toan luong thang 7,Thu nhập chính,synthetic
vé tàu,Di chuyển,synthetic
HUYNH BAO KIEN quỹ,Quỹ nhóm,synthetic
tiền chợ tháng 10,Gia đình,synthetic
Shopee đơn 1577,Mua sắm cá nhân,synthetic
sinh nhật Dương Khánh Thiện,Giải trí & Quan hệ,synthetic
QUANG NGAI 76 DELICIOUS FOODS,Ăn uống,real
đi tiêm phòng,Sức khoẻ,synthetic
thanh toán lẩu,Ăn uống,synthetic
DUONG KHANH TRUNG,Công việc & Khác,synthetic
Đặng Quốc Tài hoàn tiền,Thu nhập phụ,synthetic
ăn trà sữa,Ăn uống,synthetic
tiền vé tàu,Di chuyển,synthetic
nộp quỹ tháng 3,Quỹ nhóm,synthetic
Nhận từ Ngô Thị Hương,Thu nhập phụ,synthetic
ăn bánh mì,Ăn uống,synthetic
Grab% A-P6LJK8ARVKBZ,Di chuyển,synthetic
DO ANH SON quỹ,Quỹ nhóm,synthetic
Pizza Hut,Ăn uống,synthetic
chuyển đến Mai Hoàng Tài,Công việc & Khác,synthetic
Rut tien tu Tikop TK71244438,Lãi đầu tư,synthetic
Gong Cha,Ăn uống,synthetic
đi viện phí,Sức khoẻ,synthetic
Nhận từ Lý Đình Như Thu hồi nợ,Thu nhập phụ,synthetic
Rut tien tu Tikop TK53908184,Lãi đầu tư,synthetic
đi xăng,Di chuyển,synthetic
phí quản lý,Sinh hoạt & Nhà ở,synthetic
Nhận từ Dương Minh Ngọc Trợ cấp,Thu nhập phụ,synthetic
TIKI THANH TOAN THU NHAP TANG THEM THANG 12 NAM 2026,Thu nhập chính,synthetic
mũ,Mua sắm cá nhân,synthetic
NGUYEN BAO TUNG chuyen tien quy,Quỹ nhóm,synthetic
Vietjet Air đi Hội An,Du lịch,synthetic
gửi tiền về nhà tháng 5,Gia đình,synthetic
tiền gỏi cuốn,Ăn uống,synthetic
The Coffee House,Ăn uống,synthetic
Grab% A-4X0NK8OQNYBU,Di chuyển,synthetic
trả tiền phòng,Sinh hoạt & Nhà ở,synthetic
LE XUAN THANH,Công việc & Khác,synthetic
tạm ứng,Công việc & Khác,synthetic
mua cháo,Ăn uống,synthetic
Trương Ngọc Trí chuyển tiền,Công việc & Khác,synthetic
tiền phòng khám,Sức khoẻ,synthetic
Tiki (6328,Mua sắm cá nhân,synthetic
tiền bán hàng online,Thu nhập phụ,synthetic
Nhận từ Lê Hải Hải Trợ cấp,Thu nhập phụ,synthetic
tiền cho con,Gia đình,synthetic
Rut tien tu Tikop TK22716400,Lãi đầu tư,synthetic
mua đồ ăn,Ăn uống,synthetic
Lê Khánh Phương,Công việc & Khác,synthetic
tiền nước tháng 8,Sinh hoạt & Nhà ở,synthetic
Rut tien tu Tikop TK47373949,Lãi đầu tư,synthetic
tour Quy Nhơn,Du lịch,synthetic
tiền đi nhậu,Giải trí & Quan hệ,synthetic
TikTok Shop (5162,Mua sắm cá nhân,synthetic
bánh xèo,Ăn uống,synthetic
hóa đơn nước,Sinh hoạt & Nhà ở,synthetic
Rut tien tu Tikop TK19576257,Lãi đầu tư,synthetic
LE HOANG QUYNH chuyển trả,Thu nhập phụ,synthetic
Nhận từ Võ Gia Phúc,Thu nhập phụ,synthetic
Vietjet Air đi Hạ Long,Du lịch,synthetic
đặt khách sạn,Du lịch,synthetic
trả góp tháng 12,Công việc & Khác,synthetic
grab đi làm,Di chuyển,synthetic
quà sinh nhật Hoàng Văn Khang,Giải trí & Quan hệ,synthetic
tour Thái Lan,Du lịch,synthetic
SHOPEE thanh toan luong thang 5,Thu nhập chính,synthetic
ăn phở,Ăn uống,synthetic
bệnh viện,Sức khoẻ,synthetic
khách sạn Hội An,Du lịch,synthetic
LUONG THANG 11/2026,Thu nhập chính,synthetic
tiền ăn gia đình tháng 5,Gia đình,synthetic
Owen,Mua sắm cá nhân,synthetic
đóng học phí tháng 12,Gia đình,synthetic
tiền nhà tháng 10,Sinh hoạt & Nhà ở,synthetic
sinh nhật Võ Thu Minh,Giải trí & Quan hệ,synthetic
Huỳnh Đức Duy quỹ,Quỹ nhóm,synthetic
MOMO COFFEE,Ăn uống,synthetic
vé tham quan,Du lịch,synthetic
tiền FPT Play,Giải trí & Quan hệ,synthetic
đóng phí dịch vụ chung cư,Sinh hoạt & Nhà ở,synthetic
Tiki,Mua sắm cá nhân,synthetic
tiền mạng tháng 3,Sinh hoạt & Nhà ở,synthetic
tiền học con,Gia đình,synthetic
NGUYEN MINH MINH quỹ,Quỹ nhóm,synthetic
TIKI THANH TOAN LUONG CO BAN THANG 09 NAM 2026,Thu nhập chính,synthetic
đi phí cầu đường,Di chuyển,synthetic
lẩu,Ăn uống,synthetic
tiền ăn gia đình,Gia đình,synthetic
Trần Thị Ngọc chuyển tiền,Công việc & Khác,synthetic
trả phí quản lý,Sinh hoạt & Nhà ở,synthetic
nước muối sinh lý,Sức khoẻ,synthetic
Phạm Anh Thắng chuyển tiền quỹ,Quỹ nhóm,synthetic
sinh nhật Phạm Khánh Lan,Giải trí & Quan hệ,synthetic
Vietnam Airlines đi Phú Quốc,Du lịch,synthetic
xe công nghệ,Di chuyển,synthetic
tiền đơn thuốc,Sức khoẻ,synthetic
đi thuốc ho,Sức khoẻ,synthetic
Sendo Anh,Mua sắm cá nhân,synthetic
ăn sáng bánh mì,Ăn uống,synthetic
